"","Id","SalePrice"
"1",1461,101448.118353157
"2",1462,176015.932240014
"3",1463,154941.497389236
"4",1464,180326.662358114
"5",1465,224743.558157911
"6",1466,174467.118982238
"7",1467,178431.574027729
"8",1468,169491.898424663
"9",1469,216387.015426128
"10",1470,88297.0146617113
"11",1471,218255.145244139
"12",1472,125888.568412047
"13",1473,104947.699283363
"14",1474,172243.061716471
"15",1475,149591.348870944
"16",1476,314504.196095929
"17",1477,245496.987590063
"18",1478,283892.94885825
"19",1479,267350.977673919
"20",1480,393268.586063457
"21",1481,302631.094369449
"22",1482,231818.590918872
"23",1483,175622.874864405
"24",1484,187841.214917038
"25",1485,197499.777056282
"26",1486,207165.301466602
"27",1487,294046.903056649
"28",1488,249506.172821274
"29",1489,193579.852600928
"30",1490,200901.847515405
"31",1491,204022.754453436
"32",1492,106922.748726307
"33",1493,197218.987561321
"34",1494,285661.71436701
"35",1495,288755.857911116
"36",1496,228763.871117273
"37",1497,205120.208780129
"38",1498,178454.433738965
"39",1499,192413.353972428
"40",1500,167293.413024786
"41",1501,183456.313649752
"42",1502,171326.834436287
"43",1503,254036.155177845
"44",1504,257053.837643606
"45",1505,229078.31701776
"46",1506,229280.59003437
"47",1507,239564.354298894
"48",1508,218998.138247164
"49",1509,177538.376785614
"50",1510,156059.745287231
"51",1511,140292.761125968
"52",1512,177913.735371088
"53",1513,169404.102208525
"54",1514,209009.9571811
"55",1515,198382.208702392
"56",1516,164351.084051017
"57",1517,159253.891479179
"58",1518,171344.293799073
"59",1519,228134.979316299
"60",1520,135104.40376793
"61",1521,126098.00646714
"62",1522,202978.392899548
"63",1523,86817.9607181064
"64",1524,124889.371144322
"65",1525,107702.921288642
"66",1526,122919.625124053
"67",1527,88204.3317472784
"68",1528,148946.581222828
"69",1529,137619.970971827
"70",1530,181204.289598052
"71",1531,123269.281527538
"72",1532,118831.82841772
"73",1533,165100.064926237
"74",1534,136372.321949834
"75",1535,131719.080475476
"76",1536,119591.247679589
"77",1537,14744.2933847755
"78",1538,217896.947546915
"79",1539,248897.070761639
"80",1540,164813.824829058
"81",1541,156735.514622634
"82",1542,144292.940554424
"83",1543,217485.45442255
"84",1544,79099.4720724623
"85",1545,136364.921219932
"86",1546,157944.791404403
"87",1547,134105.579391408
"88",1548,153525.638079782
"89",1549,89959.1763025731
"90",1550,137960.456513648
"91",1551,156619.660538144
"92",1552,123669.302540852
"93",1553,158205.050686943
"94",1554,145094.377958371
"95",1555,171859.730030152
"96",1556,117739.420991654
"97",1557,146377.861310284
"98",1558,115115.445404467
"99",1559,118919.307486305
"100",1560,155365.823352587
"101",1561,190895.756494333
"102",1562,114812.261859903
"103",1563,113171.802208951
"104",1564,152103.767001914
"105",1565,125248.81282722
"106",1566,227109.325023633
"107",1567,62510.7800401904
"108",1568,215344.615624087
"109",1569,105860.9249836
"110",1570,147740.293971092
"111",1571,100393.351774114
"112",1572,137384.136546461
"113",1573,216377.180386246
"114",1574,146328.04815045
"115",1575,224440.239985575
"116",1576,202111.740639486
"117",1577,193894.298501415
"118",1578,153716.250332601
"119",1579,119209.316303983
"120",1580,207627.83782491
"121",1581,139865.781412143
"122",1582,114115.139910413
"123",1583,307532.208259843
"124",1584,228030.982252169
"125",1585,138203.812706435
"126",1586,16209.1998645884
"127",1587,97040.7125892246
"128",1588,139270.811949384
"129",1589,76960.5894555761
"130",1590,155937.379057484
"131",1591,80469.789487748
"132",1592,143347.493307471
"133",1593,138832.704507409
"134",1594,141526.042488125
"135",1595,140616.99738433
"136",1596,243662.509346879
"137",1597,179371.714339547
"138",1598,211280.537065782
"139",1599,204363.906494816
"140",1600,217747.136872072
"141",1601,-6328.03608896248
"142",1602,125119.038135197
"143",1603,75916.2661195673
"144",1604,280391.969736274
"145",1605,262336.916268
"146",1606,185674.955089431
"147",1607,244694.376345997
"148",1608,217400.80534553
"149",1609,193265.406700441
"150",1610,133235.983085769
"151",1611,140691.760690459
"152",1612,157665.897127882
"153",1613,150905.310267409
"154",1614,133498.251927279
"155",1615,79626.3318229438
"156",1616,79626.3318229438
"157",1617,79626.3318229438
"158",1618,99798.7604222574
"159",1619,110734.846480176
"160",1620,236193.762179475
"161",1621,115427.396753714
"162",1622,133156.793552035
"163",1623,305251.190171821
"164",1624,210979.410579959
"165",1625,126917.682627113
"166",1626,198229.057361264
"167",1627,181332.841572182
"168",1628,258752.456284154
"169",1629,197378.492418989
"170",1630,330050.510532924
"171",1631,253066.132638792
"172",1632,271448.61442126
"173",1633,183983.46765644
"174",1634,196524.456470041
"175",1635,181326.635175587
"176",1636,164908.724524082
"177",1637,183165.912426637
"178",1638,225176.374534553
"179",1639,198015.290903102
"180",1640,259691.709929192
"181",1641,194377.671373773
"182",1642,232022.507679708
"183",1643,247767.402354917
"184",1644,241754.221674754
"185",1645,186639.609109606
"186",1646,173230.608272536
"187",1647,191274.16400532
"188",1648,138013.028347436
"189",1649,141612.291401952
"190",1650,86882.0081095191
"191",1651,72923.0878760566
"192",1652,139847.48864551
"193",1653,139847.48864551
"194",1654,172880.793171538
"195",1655,194765.14965043
"196",1656,172243.061716471
"197",1657,186839.713405001
"198",1658,172243.061716471
"199",1659,163550.269104406
"200",1660,128170.290446226
"201",1661,364736.996445956
"202",1662,328690.263279679
"203",1663,323164.764080928
"204",1664,427903.263637356
"205",1665,286880.184912878
"206",1666,278165.43890251
"207",1667,303470.686886264
"208",1668,301309.290950413
"209",1669,284183.114724361
"210",1670,305818.327919981
"211",1671,250146.192350399
"212",1672,371083.841567002
"213",1673,280526.064521857
"214",1674,250210.710004054
"215",1675,178295.665018546
"216",1676,188166.788545676
"217",1677,218384.190307881
"218",1678,400518.094671305
"219",1679,324983.955736879
"220",1680,312473.603464365
"221",1681,264768.853726553
"222",1682,272662.635643985
"223",1683,208280.198448702
"224",1684,192676.180427586
"225",1685,168275.212060236
"226",1686,193737.075551172
"227",1687,183540.856822819
"228",1688,204786.64825466
"229",1689,202602.252909618
"230",1690,210823.912150132
"231",1691,201547.099053218
"232",1692,257489.803496648
"233",1693,183540.856822819
"234",1694,185925.994647434
"235",1695,186143.386106084
"236",1696,256357.721284651
"237",1697,186143.386106084
"238",1698,306740.392460815
"239",1699,299474.34182438
"240",1700,242692.858515996
"241",1701,279759.011801309
"242",1702,257445.931808574
"243",1703,267536.576247832
"244",1704,271876.520892767
"245",1705,236492.266071973
"246",1706,359471.401213929
"247",1707,210717.154177478
"248",1708,208044.364023337
"249",1709,270686.22103779
"250",1710,236428.490064557
"251",1711,252107.714583044
"252",1712,268451.538325624
"253",1713,242242.031484014
"254",1714,233873.617000189
"255",1715,216910.503631065
"256",1716,193579.852600928
"257",1717,201485.689250013
"258",1718,162573.369994189
"259",1719,210118.401822076
"260",1720,242981.420386166
"261",1721,185404.259188263
"262",1722,132824.670989398
"263",1723,146783.59122286
"264",1724,211817.714829183
"265",1725,236808.761503332
"266",1726,179792.000127615
"267",1727,176251.76666538
"268",1728,210563.762425433
"269",1729,162742.628261752
"270",1730,157851.219442301
"271",1731,122290.733323079
"272",1732,113171.802208951
"273",1733,99212.8819754889
"274",1734,125515.28684973
"275",1735,116945.153014797
"276",1736,116945.153014797
"277",1737,296403.301130765
"278",1738,227741.922902049
"279",1739,272895.241022143
"280",1740,221183.608096826
"281",1741,182013.591810199
"282",1742,183456.313649752
"283",1743,205372.863794147
"284",1744,271247.629091793
"285",1745,234615.0426145
"286",1746,265935.050338044
"287",1747,227544.956770958
"288",1748,223114.291884495
"289",1749,163274.20443854
"290",1750,167132.835551252
"291",1751,238659.091273132
"292",1752,113171.802208951
"293",1753,168514.280694689
"294",1754,246447.629997623
"295",1755,187505.269718227
"296",1756,89240.3523631727
"297",1757,99212.8819754889
"298",1758,119582.913716901
"299",1759,181434.968245084
"300",1760,162427.274772096
"301",1761,160776.433794538
"302",1762,165175.096807853
"303",1763,188064.270591361
"304",1764,120718.503820643
"305",1765,204253.026299206
"306",1766,199722.675388578
"307",1767,208584.265400237
"308",1768,135683.606004175
"309",1769,202305.726339446
"310",1770,163168.339456948
"311",1771,139742.480800115
"312",1772,153892.546322037
"313",1773,113295.463750439
"314",1774,191940.500280981
"315",1775,155026.668382497
"316",1776,109077.16156168
"317",1777,107590.387475305
"318",1778,126299.91855429
"319",1779,116142.779762723
"320",1780,196307.415964327
"321",1781,125626.337616409
"322",1782,40973.2675678557
"323",1783,134319.007636469
"324",1784,65583.514858682
"325",1785,115555.170520873
"326",1786,156754.22025878
"327",1787,188227.904372358
"328",1788,9806.05463195891
"329",1789,95274.8979872354
"330",1790,47762.9740758902
"331",1791,239680.956686525
"332",1792,180025.117471225
"333",1793,153297.215929818
"334",1794,146300.794643979
"335",1795,144448.041579272
"336",1796,127693.461061855
"337",1797,130279.34783618
"338",1798,113127.113072045
"339",1799,102795.087492876
"340",1800,125133.384831371
"341",1801,104806.375141069
"342",1802,151225.986910892
"343",1803,171756.626992254
"344",1804,119224.885793329
"345",1805,153690.273305427
"346",1806,142868.177963897
"347",1807,193496.590953337
"348",1808,113631.289956764
"349",1809,122851.655399235
"350",1810,132344.227299555
"351",1811,114978.64139031
"352",1812,115252.723933275
"353",1813,123822.816291775
"354",1814,72687.2534506912
"355",1815,-11721.0538857958
"356",1816,90188.8858519719
"357",1817,103321.104469168
"358",1818,183562.461068703
"359",1819,143215.810697261
"360",1820,65305.2000247841
"361",1821,152379.261709823
"362",1822,142197.867951689
"363",1823,30313.2809378627
"364",1824,161944.305461674
"365",1825,131064.774804045
"366",1826,99221.5295254486
"367",1827,108810.15815087
"368",1828,141657.902975338
"369",1829,129522.989034283
"370",1830,177323.170766598
"371",1831,207647.952823965
"372",1832,163615.396093261
"373",1833,192535.687928971
"374",1834,132959.569705931
"375",1835,218304.397186243
"376",1836,167243.693064304
"377",1837,88402.3259778015
"378",1838,164741.783626642
"379",1839,71420.7693059633
"380",1840,195420.938783722
"381",1841,163729.747510951
"382",1842,124984.847415777
"383",1843,127950.759531847
"384",1844,141251.888681917
"385",1845,137539.394465472
"386",1846,161001.140491753
"387",1847,197065.329380025
"388",1848,-8908.8373413068
"389",1849,86029.7625589238
"390",1850,129601.600509405
"391",1851,163033.744096927
"392",1852,130859.384111353
"393",1853,141673.845339944
"394",1854,195056.605827156
"395",1855,160344.105812157
"396",1856,236567.434732376
"397",1857,130410.741816925
"398",1858,146718.802537477
"399",1859,135183.829282701
"400",1860,167079.640985263
"401",1861,133894.89669981
"402",1862,326013.696155294
"403",1863,326013.696155294
"404",1864,326013.696155294
"405",1865,293933.908733904
"406",1866,299581.321544392
"407",1867,239522.515480807
"408",1868,282567.68150933
"409",1869,213038.6099996
"410",1870,236658.580038207
"411",1871,241880.859734461
"412",1872,164174.7517164
"413",1873,236554.257778871
"414",1874,123076.848074296
"415",1875,226798.584239228
"416",1876,199837.128408409
"417",1877,225044.65901613
"418",1878,215119.396784298
"419",1879,102593.175405726
"420",1880,117102.375965041
"421",1881,237592.090078566
"422",1882,258302.293371054
"423",1883,206582.525219867
"424",1884,216090.451388738
"425",1885,255997.746942058
"426",1886,281661.424975443
"427",1887,223182.456383626
"428",1888,263534.80624991
"429",1889,158902.764566523
"430",1890,106583.088409162
"431",1891,145300.377150126
"432",1892,73866.425577518
"433",1893,146985.132841301
"434",1894,177161.542958085
"435",1895,145716.78017783
"436",1896,110171.78961673
"437",1897,124824.45651007
"438",1898,140456.466783903
"439",1899,146101.868654647
"440",1900,152177.052922992
"441",1901,148868.581521478
"442",1902,131364.975300299
"443",1903,243155.605439691
"444",1904,132667.448039154
"445",1905,208212.714701731
"446",1906,155793.545987516
"447",1907,223399.589873568
"448",1908,114913.7779082
"449",1909,151308.514729832
"450",1910,137349.594496369
"451",1911,206160.207999079
"452",1912,286452.854489028
"453",1913,155133.908596996
"454",1914,49968.5371404951
"455",1915,280549.192686517
"456",1916,-120.660639778587
"457",1917,254063.179535616
"458",1918,143854.940635256
"459",1919,180065.372471534
"460",1920,184335.403560655
"461",1921,327506.186771396
"462",1922,293371.015009771
"463",1923,208326.79714529
"464",1924,259298.130961961
"465",1925,223468.874067267
"466",1926,319863.082125813
"467",1927,110532.934393026
"468",1928,151296.894598611
"469",1929,107826.22190067
"470",1930,143149.694436463
"471",1931,113564.120561794
"472",1932,115849.843725194
"473",1933,134439.425108046
"474",1934,180326.662358114
"475",1935,164627.782617058
"476",1936,180326.662358114
"477",1937,180905.376283985
"478",1938,167287.838809725
"479",1939,269943.866042323
"480",1940,224743.558157911
"481",1941,181545.737389155
"482",1942,193938.63325972
"483",1943,243183.332473316
"484",1944,287141.480027437
"485",1945,312473.603464365
"486",1946,176619.40950951
"487",1947,298795.206793174
"488",1948,202474.077017841
"489",1949,244225.858945846
"490",1950,210840.454789506
"491",1951,273723.702700303
"492",1952,251875.644803078
"493",1953,180698.698409106
"494",1954,226308.484374068
"495",1955,120959.351270656
"496",1956,283521.418696404
"497",1957,185056.25187902
"498",1958,285077.99037438
"499",1959,172721.554990998
"500",1960,78583.1140848252
"501",1961,113171.802208951
"502",1962,139847.48864551
"503",1963,125888.568412047
"504",1964,130572.896097335
"505",1965,172243.061716471
"506",1966,180766.182156077
"507",1967,262443.143878153
"508",1968,344816.298168564
"509",1969,317661.960822403
"510",1970,352941.070496677
"511",1971,370302.218883818
"512",1972,319283.889840357
"513",1973,249648.818457633
"514",1974,281333.876557771
"515",1975,400090.178197547
"516",1976,262453.525204759
"517",1977,307264.618863832
"518",1978,307905.355670231
"519",1979,310898.407868613
"520",1980,205292.962394074
"521",1981,305870.239554135
"522",1982,243576.389848925
"523",1983,229617.469615462
"524",1984,199860.646930301
"525",1985,225368.747220457
"526",1986,232017.356556568
"527",1987,193778.610859845
"528",1988,171742.900639867
"529",1989,206420.045615452
"530",1990,215386.769450017
"531",1991,218384.190307881
"532",1992,219236.142727876
"533",1993,190342.925111484
"534",1994,235067.354172084
"535",1995,204858.647885711
"536",1996,263866.69269351
